,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,288.22,14289.0,3754.0,0.0,773.0,475.0
1,2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,300.89,14718.0,3755.0,0.0,17.0,430.0
2,2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,296.84,13800.0,3755.0,0.0,2.0,380.0
3,2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,286.77,12266.0,3756.0,0.0,0.0,195.0
4,2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,275.65,10490.0,3757.0,0.0,2.0,155.0
5,2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,261.47,8725.0,3758.0,0.0,0.0,114.0
6,2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,253.85,7682.0,3760.0,0.0,8.0,200.0
7,2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,246.76,7227.0,3761.0,0.0,0.0,114.0
8,2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,243.29,6922.0,3762.0,0.0,0.0,115.0
9,2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,244.35,7006.0,3761.0,0.0,0.0,117.0
10,2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,251.13,7610.0,3762.0,0.0,0.0,124.0
11,2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,261.09,8573.0,3764.0,0.0,1.0,157.0
12,2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,245.52,8575.0,3762.0,0.0,792.0,154.0
13,2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,192.01,7467.0,3764.0,0.0,3475.0,159.0
14,2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,165.07,7067.0,3763.0,0.0,5408.0,160.0
15,2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,167.43,7898.0,3762.0,0.0,6249.0,187.0
16,2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,177.44,8973.0,3761.0,0.0,6564.0,262.0
17,2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,191.41,10266.0,3760.0,0.0,6414.0,297.0
18,2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,205.21,11472.0,3760.0,0.0,6108.0,364.0
19,2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,213.89,12039.0,3757.0,0.0,5862.0,493.0
20,2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,218.37,12015.0,3755.0,0.0,5568.0,600.0
21,2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,225.12,12296.0,3752.0,0.0,5126.0,621.0
22,2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,239.89,13205.0,3749.0,0.0,4250.0,599.0
23,2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,266.61,14452.0,3748.0,0.0,2590.0,634.0
24,2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,298.65,15638.0,3747.0,0.0,687.0,754.0
25,2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,299.72,15178.0,3751.0,0.0,352.0,592.0
26,2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,298.35,14489.0,3753.0,0.0,177.0,486.0
27,2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,293.01,13377.5,3754.5,0.0,88.5,340.5
28,2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,285.18,11933.75,3755.75,0.0,45.25,247.75
29,2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,274.73,10329.375,3756.875,0.0,22.625,180.875
30,2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,265.35,9005.6875,3758.4375,0.0,15.3125,190.4375
31,2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,256.78,8116.34375,3759.71875,0.0,7.65625,152.21875
32,2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,250.4,7519.171875,3760.859375,0.0,3.828125,133.609375
33,2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,247.45,7262.5859375,3760.9296875,0.0,1.9140625,125.3046875
34,2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,249.32,7436.29296875,3761.46484375,0.0,0.95703125,124.65234375
35,2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,255.49,8004.646484375,3762.732421875,0.0,0.978515625,140.826171875
36,2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,250.24,8289.8232421875,3762.3662109375,0.0,396.4892578125,147.4130859375
37,2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,218.72,7878.41162109375,3763.18310546875,0.0,1935.74462890625,153.20654296875
38,2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,189.52,7472.705810546875,3763.091552734375,0.0,3671.872314453125,156.603271484375
39,2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,177.46,7685.352905273437,3762.545776367188,0.0,4960.4361572265625,171.8016357421875
40,2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,177.45,8329.176452636719,3761.7728881835938,0.0,5762.218078613281,216.9008178710937
41,2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,184.91,9297.58822631836,3760.886444091797,0.0,6088.109039306641,256.9504089355469
42,2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,195.63,10384.79411315918,3760.4432220458975,0.0,6098.05451965332,310.47520446777344
43,2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,205.1,11211.89705657959,3758.721611022949,0.0,5980.02725982666,401.7376022338867
44,2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,211.82,11613.448528289797,3756.8608055114746,0.0,5774.01362991333,500.86880111694336
45,2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,218.5,11954.724264144896,3754.430402755737,0.0,5450.006814956665,560.9344005584717
46,2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,229.21,12579.862132072449,3751.7152013778687,0.0,4850.0034074783325,579.9672002792358
47,2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,247.76,13515.931066036224,3749.8576006889343,0.0,3720.0017037391663,606.9836001396179
