,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,384.32,14289.0,3754.0,0.0,773.0,475.0
1,2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,399.51,14718.0,3755.0,0.0,17.0,430.0
2,2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,394.33,13800.0,3755.0,0.0,2.0,380.0
3,2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,381.82,12266.0,3756.0,0.0,0.0,195.0
4,2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,367.52,10490.0,3757.0,0.0,2.0,155.0
5,2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,349.3,8725.0,3758.0,0.0,0.0,114.0
6,2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,339.03,7682.0,3760.0,0.0,8.0,200.0
7,2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,330.23,7227.0,3761.0,0.0,0.0,114.0
8,2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,325.72,6922.0,3762.0,0.0,0.0,115.0
9,2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,327.08,7006.0,3761.0,0.0,0.0,117.0
10,2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,335.84,7610.0,3762.0,0.0,0.0,124.0
11,2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,348.61,8573.0,3764.0,0.0,1.0,157.0
12,2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,330.52,8575.0,3762.0,0.0,792.0,154.0
13,2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,267.18,7467.0,3764.0,0.0,3475.0,159.0
14,2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,235.6,7067.0,3763.0,0.0,5408.0,160.0
15,2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,239.13,7898.0,3762.0,0.0,6249.0,187.0
16,2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,251.57,8973.0,3761.0,0.0,6564.0,262.0
17,2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,268.7,10266.0,3760.0,0.0,6414.0,297.0
18,2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,285.48,11472.0,3760.0,0.0,6108.0,364.0
19,2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,295.84,12039.0,3757.0,0.0,5862.0,493.0
20,2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,300.98,12015.0,3755.0,0.0,5568.0,600.0
21,2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,309.04,12296.0,3752.0,0.0,5126.0,621.0
22,2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,326.84,13205.0,3749.0,0.0,4250.0,599.0
23,2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,358.79,14452.0,3748.0,0.0,2590.0,634.0
24,2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,396.92,15638.0,3747.0,0.0,687.0,754.0
25,2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,398.15,15178.0,3751.0,0.0,352.0,592.0
