UTC time,creation_time (UTC),version,nat_gas,nuclear,oil,solar,other
2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,16840.0,3756.0,0.0,535.0,573.0
2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,16512.0,3756.0,0.0,0.0,741.0
2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,15302.0,3757.0,0.0,0.0,463.0
2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,13832.0,3759.0,0.0,0.0,305.0
2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,12000.0,3760.0,0.0,0.0,331.0
2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,10138.0,3761.0,0.0,0.0,171.0
2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,8971.0,3763.0,0.0,0.0,142.0
2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,8118.0,3762.0,0.0,0.0,124.0
2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,7629.0,3763.0,0.0,0.0,120.0
2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,7555.0,3763.0,0.0,0.0,120.0
2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,7949.0,3764.0,0.0,0.0,126.0
2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,8783.0,3765.0,0.0,2.0,121.0
2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,8945.0,3764.0,0.0,591.0,120.0
2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,8018.0,3766.0,0.0,2978.0,118.0
2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,7388.0,3770.0,0.0,5101.0,121.0
2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,7891.0,3771.0,0.0,6029.0,133.0
2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,8375.0,3766.0,0.0,6773.0,180.0
2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,9165.0,3766.0,0.0,7069.0,203.0
2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,10297.0,3763.0,0.0,7065.0,329.0
2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,11446.0,3760.0,0.0,6877.0,330.0
2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,12248.0,3758.0,0.0,6658.0,332.0
2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,13766.0,3756.0,0.0,5506.0,333.0
2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,15370.0,3756.0,0.0,4126.0,333.0
2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,16897.0,3756.0,0.0,2245.0,343.0
2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,17354.0,3757.0,0.0,501.0,420.0
2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,16933.0,3756.5,0.0,250.5,580.5
2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,16117.5,3756.75,0.0,125.25,521.75
2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,14974.75,3757.875,0.0,62.625,413.375
2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,13487.375,3758.9375,0.0,31.3125,372.1875
2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,11812.6875,3759.96875,0.0,15.65625,271.59375
2025-04-29 06:00:00,2025-05-01 22:23:48,3.0,10391.84375,3761.484375,0.0,7.828125,206.796875
2025-04-29 07:00:00,2025-05-01 22:23:48,3.0,9254.921875,3761.7421875,0.0,3.9140625,165.3984375
2025-04-29 08:00:00,2025-05-01 22:23:48,3.0,8441.9609375,3762.37109375,0.0,1.95703125,142.69921875
2025-04-29 09:00:00,2025-05-01 22:23:48,3.0,7998.48046875,3762.685546875,0.0,0.978515625,131.349609375
2025-04-29 10:00:00,2025-05-01 22:23:48,3.0,7973.740234375,3763.3427734375,0.0,0.4892578125,128.6748046875
2025-04-29 11:00:00,2025-05-01 22:23:48,3.0,8378.3701171875,3764.17138671875,0.0,1.24462890625,124.83740234375
2025-04-29 12:00:00,2025-05-01 22:23:48,3.0,8661.68505859375,3764.085693359375,0.0,296.122314453125,122.418701171875
2025-04-29 13:00:00,2025-05-01 22:23:48,3.0,8339.842529296875,3765.042846679688,0.0,1637.0611572265625,120.2093505859375
2025-04-29 14:00:00,2025-05-01 22:23:48,3.0,7863.921264648437,3767.521423339844,0.0,3369.030578613281,120.60467529296876
2025-04-29 15:00:00,2025-05-01 22:23:48,3.0,7877.460632324219,3769.260711669922,0.0,4699.015289306641,126.80233764648438
2025-04-29 16:00:00,2025-05-01 22:23:48,3.0,8126.230316162109,3767.630355834961,0.0,5736.00764465332,153.4011688232422
2025-04-29 17:00:00,2025-05-01 22:23:48,3.0,8645.615158081055,3766.815177917481,0.0,6402.50382232666,178.2005844116211
2025-04-29 18:00:00,2025-05-01 22:23:48,3.0,9471.307579040527,3764.90758895874,0.0,6733.75191116333,253.60029220581052
2025-04-29 19:00:00,2025-05-01 22:23:48,3.0,10458.653789520264,3762.45379447937,0.0,6805.375955581665,291.8001461029053
2025-04-29 20:00:00,2025-05-01 22:23:48,3.0,11353.326894760132,3760.226897239685,0.0,6731.6879777908325,311.90007305145264
2025-04-29 21:00:00,2025-05-01 22:23:48,3.0,12559.663447380066,3758.1134486198425,0.0,6118.843988895416,322.4500365257263
2025-04-29 22:00:00,2025-05-01 22:23:48,3.0,13964.831723690031,3757.056724309921,0.0,5122.421994447708,327.7250182628632
2025-04-29 23:00:00,2025-05-01 22:23:48,3.0,15430.915861845016,3756.5283621549606,0.0,3683.710997223854,335.3625091314316
