,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2025-04-19 00:00:00,2025-04-24 22:29:03,3.0,390.06,14124.0,3753.0,0.0,542.0,627.0
1,2025-04-19 01:00:00,2025-04-24 22:29:03,3.0,397.3,13994.0,3752.0,0.0,0.0,490.0
2,2025-04-19 02:00:00,2025-04-24 22:29:03,3.0,392.19,13118.0,3756.0,0.0,0.0,471.0
3,2025-04-19 03:00:00,2025-04-24 22:29:03,3.0,386.94,12249.0,3765.0,0.0,0.0,477.0
4,2025-04-19 04:00:00,2025-04-24 22:29:03,3.0,375.99,10874.0,3763.0,0.0,0.0,401.0
5,2025-04-19 05:00:00,2025-04-24 22:29:03,3.0,361.33,9524.0,3766.0,0.0,0.0,266.0
6,2025-04-19 06:00:00,2025-04-24 22:29:03,3.0,349.16,8445.0,3769.0,0.0,15.0,245.0
7,2025-04-19 07:00:00,2025-04-24 22:29:03,3.0,342.9,7961.0,3770.0,0.0,0.0,214.0
8,2025-04-19 08:00:00,2025-04-24 22:29:03,3.0,336.16,7440.0,3769.0,0.0,0.0,212.0
9,2025-04-19 09:00:00,2025-04-24 22:29:03,3.0,334.49,7249.0,3771.0,0.0,0.0,243.0
10,2025-04-19 10:00:00,2025-04-24 22:29:03,3.0,337.62,7260.0,3769.0,0.0,0.0,334.0
11,2025-04-19 11:00:00,2025-04-24 22:29:03,3.0,340.94,7522.0,3769.0,0.0,0.0,330.0
12,2025-04-19 12:00:00,2025-04-24 22:29:03,3.0,331.77,7681.0,3770.0,0.0,453.0,326.0
13,2025-04-19 13:00:00,2025-04-24 22:29:03,3.0,272.64,6847.0,3771.0,0.0,2862.0,342.0
14,2025-04-19 14:00:00,2025-04-24 22:29:03,3.0,235.23,6400.0,3772.0,0.0,4968.0,337.0
15,2025-04-19 15:00:00,2025-04-24 22:29:03,3.0,237.66,7100.0,3770.0,0.0,5697.0,339.0
16,2025-04-19 16:00:00,2025-04-24 22:29:03,3.0,238.4,7497.0,3770.0,0.0,6201.0,361.0
17,2025-04-19 17:00:00,2025-04-24 22:29:03,3.0,242.34,7824.0,3768.0,0.0,6564.0,493.0
18,2025-04-19 18:00:00,2025-04-24 22:29:03,3.0,246.94,8197.0,3767.0,0.0,6778.0,577.0
19,2025-04-19 19:00:00,2025-04-24 22:29:03,3.0,258.26,8916.0,3766.0,0.0,6730.0,671.0
20,2025-04-19 20:00:00,2025-04-24 22:29:03,3.0,269.05,9550.0,3763.0,0.0,6541.0,749.0
21,2025-04-19 21:00:00,2025-04-24 22:29:03,3.0,285.42,10456.0,3762.0,0.0,6019.0,812.0
22,2025-04-19 22:00:00,2025-04-24 22:29:03,3.0,307.25,11500.0,3769.0,0.0,4997.0,819.0
23,2025-04-19 23:00:00,2025-04-24 22:29:03,3.0,351.65,13245.0,3765.0,0.0,2697.0,785.0
24,2025-04-20 00:00:00,2025-04-24 22:29:03,3.0,396.21,14580.0,3767.0,0.0,432.0,762.0
25,2025-04-20 01:00:00,2025-04-24 22:29:03,3.0,396.73,14287.0,3759.5,0.0,216.0,626.0
26,2025-04-20 02:00:00,2025-04-24 22:29:03,3.0,394.56,13702.5,3757.75,0.0,108.0,548.5
27,2025-04-20 03:00:00,2025-04-24 22:29:03,3.0,390.93,12975.75,3761.375,0.0,54.0,512.75
28,2025-04-20 04:00:00,2025-04-24 22:29:03,3.0,383.98,11924.875,3762.1875,0.0,27.0,456.875
29,2025-04-20 05:00:00,2025-04-24 22:29:03,3.0,373.65,10724.4375,3764.09375,0.0,13.5,361.4375
30,2025-04-20 06:00:00,2025-04-24 22:29:03,3.0,362.48,9584.71875,3766.546875,0.0,14.25,303.21875
31,2025-04-20 07:00:00,2025-04-24 22:29:03,3.0,353.35,8772.859375,3768.2734375,0.0,7.125,258.609375
