datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2025-05-05 18:00:00,2025-05-08 01:08:32,3.0,3.8790961979709295,300.7788111140147,289.81135947899367,536.6705097679836,4.901741231367523,,,0.01061,
2025-05-05 19:00:00,2025-05-08 01:08:32,3.0,4.720557046724776,300.3144895399637,290.556127345472,746.2787993736845,4.929034723557366,,,0.0,
2025-05-05 20:00:00,2025-05-08 01:08:32,3.0,4.720557046724776,300.3144895399637,290.556127345472,746.2787993736845,4.929034723557366,,,0.01592,
2025-05-05 21:00:00,2025-05-08 01:08:32,3.0,4.720557046724776,300.3144895399637,290.556127345472,746.2787993736845,4.929034723557366,,,0.0,
2025-05-05 22:00:00,2025-05-08 01:08:32,3.0,4.416109885848427,298.16963340365385,291.83440090291145,780.6232073801953,5.020387158690276,,,0.0,
2025-05-05 23:00:00,2025-05-08 01:08:32,3.0,4.416109885848427,298.16963340365385,291.83440090291145,780.6232073801953,5.020387158690276,,,0.00178,
2025-05-06 00:00:00,2025-05-08 01:08:32,3.0,4.416109885848427,298.16963340365385,291.83440090291145,780.6232073801953,5.020387158690276,,,9624.53027,
2025-05-06 01:00:00,2025-05-08 01:08:32,3.0,4.220584950282605,296.70689199732755,292.0772184367589,517.1077884338356,5.502778616526168,,,4156.5,
2025-05-06 02:00:00,2025-05-08 01:08:32,3.0,4.220584950282605,296.70689199732755,292.0772184367589,517.1077884338356,5.502778616526168,,,485.57001,
2025-05-06 03:00:00,2025-05-08 01:08:32,3.0,4.220584950282605,296.70689199732755,292.0772184367589,517.1077884338356,5.502778616526168,,,0.04987,
2025-05-06 04:00:00,2025-05-08 01:08:32,3.0,4.04770491359073,296.10468658959235,291.6609625951205,0.0360761338689984,5.995148078018533,,,0.01274,
2025-05-06 05:00:00,2025-05-08 01:08:32,3.0,4.04770491359073,296.10468658959235,291.6609625951205,0.0360761338689984,5.995148078018533,,,0.0,
2025-05-06 06:00:00,2025-05-08 01:08:32,3.0,4.04770491359073,296.10468658959235,291.6609625951205,0.0360761338689984,5.995148078018533,,,0.0,
2025-05-06 07:00:00,2025-05-08 01:08:32,3.0,4.0353606373637545,295.634463039979,291.2603403814581,0.0181331168495291,6.132698683799136,,,0.0,
2025-05-06 08:00:00,2025-05-08 01:08:32,3.0,4.0353606373637545,295.634463039979,291.2603403814581,0.0181331168495291,6.132698683799136,,,0.05637,
2025-05-06 09:00:00,2025-05-08 01:08:32,3.0,4.0353606373637545,295.634463039979,291.2603403814581,0.0181331168495291,6.132698683799136,,,0.01313,
2025-05-06 10:00:00,2025-05-08 01:08:32,3.0,4.117014131914707,296.475770165978,291.47289177347074,0.0,6.247383617090369,,,0.0,
2025-05-06 11:00:00,2025-05-08 01:08:32,3.0,4.117014131914707,296.475770165978,291.47289177347074,0.0,6.247383617090369,,,0.0,
2025-05-06 12:00:00,2025-05-08 01:08:32,3.0,4.117014131914707,296.475770165978,291.47289177347074,0.0,6.247383617090369,,,0.0,
2025-05-06 13:00:00,2025-05-08 01:08:32,3.0,4.232057843640074,299.7352191425881,291.3608721638118,18.7177144410783,6.317794083865719,,,0.00081,
2025-05-06 14:00:00,2025-05-08 01:08:32,3.0,4.232057843640074,299.7352191425881,291.3608721638118,18.7177144410783,6.317794083865719,,,0.0,
2025-05-06 15:00:00,2025-05-08 01:08:32,3.0,4.232057843640074,299.7352191425881,291.3608721638118,18.7177144410783,6.317794083865719,,,0.0,
2025-05-06 16:00:00,2025-05-08 01:08:32,3.0,4.057189323967103,301.4891687643218,291.07193182188246,538.3385501573814,6.353390898350764,,,0.0,
2025-05-06 17:00:00,2025-05-08 01:08:32,3.0,4.057189323967103,301.4891687643218,291.07193182188246,538.3385501573814,6.353390898350764,,,0.0,
2025-05-06 18:00:00,2025-05-08 01:08:32,3.0,4.057189323967103,301.4891687643218,291.07193182188246,538.3385501573814,6.353390898350764,,,0.01061,
2025-05-06 19:00:00,2025-05-08 01:08:32,3.0,4.665969681807221,301.231130326889,291.20819745674527,743.4509905893417,6.3761064328230495,,,0.0,
2025-05-06 20:00:00,2025-05-08 01:08:32,3.0,4.665969681807221,301.231130326889,291.20819745674527,743.4509905893417,6.3761064328230495,,,0.01592,
2025-05-06 21:00:00,2025-05-08 01:08:32,3.0,4.665969681807221,301.231130326889,291.20819745674527,743.4509905893417,6.3761064328230495,,,0.0,
2025-05-06 22:00:00,2025-05-08 01:08:32,3.0,4.782077363099392,298.7282132930051,292.52711494618774,812.5613948008452,6.380554805063195,,,0.0,
2025-05-06 23:00:00,2025-05-08 01:08:32,3.0,4.782077363099392,298.7282132930051,292.52711494618774,812.5613948008452,6.380554805063195,,,0.00178,
2025-05-07 00:00:00,2025-05-08 01:08:32,3.0,4.782077363099392,298.7282132930051,292.52711494618774,812.5613948008452,6.380554805063195,,,9624.53027,
2025-05-07 01:00:00,2025-05-08 01:08:32,3.0,4.610833912465074,297.5089672489453,292.9378833638625,538.7986218322142,6.500165237586845,,,4156.5,
2025-05-07 02:00:00,2025-05-08 01:08:32,3.0,4.610833912465074,297.5089672489453,292.9378833638625,538.7986218322142,6.500165237586845,,,485.57001,
2025-05-07 03:00:00,2025-05-08 01:08:32,3.0,4.610833912465074,297.5089672489453,292.9378833638625,538.7986218322142,6.500165237586845,,,0.0,
2025-05-07 04:00:00,2025-05-08 01:08:32,3.0,4.495902610359865,296.8617784070872,293.0694376654717,0.0436755852494162,6.539833506938101,,,0.01274,
2025-05-07 05:00:00,2025-05-08 01:08:32,3.0,4.495902610359865,296.8617784070872,293.0694376654717,0.0436755852494162,6.539833506938101,,,0.0,
2025-05-07 06:00:00,2025-05-08 01:08:32,3.0,4.495902610359865,296.8617784070872,293.0694376654717,0.0436755852494162,6.539833506938101,,,0.0,
2025-05-07 07:00:00,2025-05-08 01:08:32,3.0,4.632075648964352,296.39890087191395,293.14844170547315,0.0217463293633856,6.541761435485691,,,0.0,
