,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,283.34,0.0,922.0,141.0,141.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,309.74,0.0,992.0,92.0,101.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,323.63,0.0,1047.0,25.0,125.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,333.34,0.0,1064.0,0.0,117.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,334.15,0.0,1072.0,0.0,115.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,333.09,0.0,1074.0,0.0,119.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,302.24,0.0,1075.0,0.0,241.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,253.06,0.0,1056.0,0.0,488.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,234.6,0.0,823.0,0.0,475.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,243.2,0.0,819.0,0.0,427.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,244.19,0.0,823.0,0.0,424.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,247.07,0.0,824.0,0.0,410.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,264.38,0.0,806.0,0.0,322.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,263.0,0.0,816.0,0.0,332.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,280.12,0.0,801.0,33.0,224.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,279.11,0.0,565.0,109.0,75.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,277.37,0.0,521.0,145.0,29.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,277.65,0.0,451.0,145.0,5.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,273.54,0.0,414.0,146.0,0.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,271.78,0.0,404.0,146.0,0.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,261.67,0.0,372.0,145.0,9.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,267.91,0.0,433.0,142.0,23.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,244.78,1.0,424.0,145.0,74.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,184.55,0.0,412.0,147.0,267.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,198.03,0.0,471.0,143.0,266.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,262.14,0.0,731.5,117.5,183.5
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,295.15,0.0,889.25,71.25,154.25
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,314.8,0.0,976.625,35.625,135.625
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,324.64,0.0,1024.3125,17.8125,125.3125
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,328.91,0.0,1049.15625,8.90625,122.15625
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,314.85,0.0,1062.078125,4.453125,181.578125
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,280.68,0.0,1059.0390625,2.2265625,334.7890625
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,258.48,0.0,941.01953125,1.11328125,404.89453125
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,251.14,0.0,880.009765625,0.556640625,415.947265625
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,247.73,0.0,851.5048828125,0.2783203125,419.9736328125
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,247.41,0.0,837.75244140625,0.13916015625,414.98681640625
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,255.45,0.0,821.876220703125,0.069580078125,368.493408203125
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,259.15,0.0,818.9381103515625,0.0347900390625,350.2467041015625
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,269.11,0.0,809.9690551757812,16.51739501953125,287.12335205078125
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,273.13,0.0,687.4845275878906,62.758697509765625,181.06167602539065
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,274.94,0.0,604.2422637939453,103.8793487548828,105.03083801269533
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,276.09,0.0,527.6211318969727,124.4396743774414,55.015419006347656
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,274.96,0.0,470.8105659484863,135.2198371887207,27.507709503173828
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,273.48,0.0,437.4052829742432,140.60991859436035,13.753854751586914
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,267.93,0.0,404.7026414871216,142.80495929718018,11.376927375793455
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,267.92,0.0,418.8513207435608,142.4024796485901,17.18846368789673
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,255.73,0.5,421.4256603717804,143.70123982429504,45.59423184394837
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,214.82,0.25,416.7128301858902,145.35061991214752,156.29711592197418
