datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2025-05-04 00:00:00,DSWRF,surface,34.25,-98.5,21.366732314745946,10.68346570459623,0.0,3.7026126181775707,354.2297354279406,566.3072620068135,751.1640151371685,563.4722062000346,20.897291392558245,10.448686588167245,0.0,2.8742424733788483,304.09340787262903,498.7235729778739,653.0932126805744,482.9541340127913,17.18938810456856,8.594476394457054,0.0,4.354893152057346,302.4973219254955,454.44794621424694,487.418221523159,334.25114937440463,8.559456436652374,4.279722101463588,0.0,1.9939601798537152,135.01286248861646,243.9135515848311,383.5116243174207,281.1801056932197
