,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,other
0,2025-04-28 00:00:00,2025-05-01 15:26:34,3.0,25.8,0.0,241.0,383.0,419.0,49.0
1,2025-04-28 01:00:00,2025-05-01 15:26:34,3.0,23.82,0.0,277.0,343.0,514.0,49.0
2,2025-04-28 02:00:00,2025-05-01 15:26:34,3.0,24.51,0.0,275.0,235.0,568.0,48.0
3,2025-04-28 03:00:00,2025-05-01 15:26:34,3.0,25.99,0.0,349.0,40.0,604.0,47.0
4,2025-04-28 04:00:00,2025-05-01 15:26:34,3.0,26.39,0.0,351.0,1.0,625.0,47.0
5,2025-04-28 05:00:00,2025-05-01 15:26:34,3.0,27.14,0.0,347.0,0.0,622.0,48.0
6,2025-04-28 06:00:00,2025-05-01 15:26:34,3.0,27.27,0.0,341.0,0.0,623.0,48.0
7,2025-04-28 07:00:00,2025-05-01 15:26:34,3.0,27.9,0.0,278.0,0.0,624.0,46.0
8,2025-04-28 08:00:00,2025-05-01 15:26:34,3.0,27.62,0.0,247.0,0.0,625.0,44.0
9,2025-04-28 09:00:00,2025-05-01 15:26:34,3.0,27.84,0.0,278.0,0.0,626.0,46.0
10,2025-04-28 10:00:00,2025-05-01 15:26:34,3.0,30.79,0.0,240.0,0.0,626.0,49.0
11,2025-04-28 11:00:00,2025-05-01 15:26:34,3.0,29.63,0.0,240.0,0.0,625.0,47.0
12,2025-04-28 12:00:00,2025-05-01 15:26:34,3.0,28.81,0.0,324.0,0.0,624.0,50.0
13,2025-04-28 13:00:00,2025-05-01 15:26:34,3.0,28.3,0.0,341.0,0.0,625.0,50.0
14,2025-04-28 14:00:00,2025-05-01 15:26:34,3.0,24.43,0.0,350.0,37.0,627.0,45.0
15,2025-04-28 15:00:00,2025-05-01 15:26:34,3.0,21.37,0.0,302.0,236.0,628.0,45.0
16,2025-04-28 16:00:00,2025-05-01 15:26:34,3.0,20.2,0.0,240.0,372.0,624.0,45.0
17,2025-04-28 17:00:00,2025-05-01 15:26:34,3.0,19.92,0.0,243.0,405.0,606.0,45.0
18,2025-04-28 18:00:00,2025-05-01 15:26:34,3.0,20.47,0.0,238.0,418.0,563.0,45.0
19,2025-04-28 19:00:00,2025-05-01 15:26:34,3.0,21.03,0.0,242.0,416.0,501.0,44.0
