,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,other
20,2025-04-28 20:00:00,2025-05-01 15:26:34,3.0,22.76,0.0,245.0,422.0,425.0,45.0
21,2025-04-28 21:00:00,2025-05-01 15:26:34,3.0,21.97,0.0,237.0,413.0,407.0,42.0
22,2025-04-28 22:00:00,2025-05-01 15:26:34,3.0,23.58,0.0,240.0,370.0,419.0,44.0
23,2025-04-28 23:00:00,2025-05-01 15:26:34,3.0,23.3,0.0,242.0,365.0,435.0,44.0
24,2025-04-29 00:00:00,2025-05-01 15:26:34,3.0,24.66,0.0,240.0,380.0,451.0,48.0
25,2025-04-29 01:00:00,2025-05-01 15:26:34,3.0,24.23,0.0,258.5,361.5,482.5,48.5
26,2025-04-29 02:00:00,2025-05-01 15:26:34,3.0,24.37,0.0,266.75,298.25,525.25,48.25
27,2025-04-29 03:00:00,2025-05-01 15:26:34,3.0,25.14,0.0,307.875,169.125,564.625,47.625
28,2025-04-29 04:00:00,2025-05-01 15:26:34,3.0,25.75,0.0,329.4375,85.0625,594.8125,47.3125
29,2025-04-29 05:00:00,2025-05-01 15:26:34,3.0,26.43,0.0,338.21875,42.53125,608.40625,47.65625
30,2025-04-29 06:00:00,2025-05-01 15:26:34,3.0,26.85,0.0,339.609375,21.265625,615.703125,47.828125
31,2025-04-29 07:00:00,2025-05-01 15:26:34,3.0,27.35,0.0,308.8046875,10.6328125,619.8515625,46.9140625
32,2025-04-29 08:00:00,2025-05-01 15:26:34,3.0,27.48,0.0,277.90234375,5.31640625,622.42578125,45.45703125
33,2025-04-29 09:00:00,2025-05-01 15:26:34,3.0,27.66,0.0,277.951171875,2.658203125,624.212890625,45.728515625
34,2025-04-29 10:00:00,2025-05-01 15:26:34,3.0,29.2,0.0,258.9755859375,1.3291015625,625.1064453125,47.3642578125
35,2025-04-29 11:00:00,2025-05-01 15:26:34,3.0,29.41,0.0,249.48779296875,0.66455078125,625.05322265625,47.18212890625
36,2025-04-29 12:00:00,2025-05-01 15:26:34,3.0,29.1,0.0,286.743896484375,0.332275390625,624.526611328125,48.591064453125
37,2025-04-29 13:00:00,2025-05-01 15:26:34,3.0,28.69,0.0,313.8719482421875,0.1661376953125,624.7633056640625,49.2955322265625
38,2025-04-29 14:00:00,2025-05-01 15:26:34,3.0,26.49,0.0,331.9359741210937,18.58306884765625,625.8816528320312,47.14776611328125
39,2025-04-29 15:00:00,2025-05-01 15:26:34,3.0,23.71,0.0,316.9679870605469,127.29153442382812,626.9408264160156,46.07388305664063
40,2025-04-29 16:00:00,2025-05-01 15:26:34,3.0,21.84,0.0,278.48399353027344,249.6457672119141,625.4704132080078,45.53694152832031
41,2025-04-29 17:00:00,2025-05-01 15:26:34,3.0,20.84,0.0,260.7419967651367,327.32288360595703,615.7352066040039,45.26847076416016
42,2025-04-29 18:00:00,2025-05-01 15:26:34,3.0,20.65,0.0,249.3709983825684,372.6614418029785,589.367603302002,45.13423538208008
43,2025-04-29 19:00:00,2025-05-01 15:26:34,3.0,20.84,0.0,245.68549919128412,394.33072090148926,545.183801651001,44.56711769104004
44,2025-04-29 20:00:00,2025-05-01 15:26:34,3.0,21.76,0.0,245.3427495956421,408.16536045074463,485.0919008255005,44.78355884552002
45,2025-04-29 21:00:00,2025-05-01 15:26:34,3.0,21.86,0.0,241.17137479782104,410.5826802253723,446.04595041275024,43.39177942276001
46,2025-04-29 22:00:00,2025-05-01 15:26:34,3.0,22.69,0.0,240.5856873989105,390.29134011268616,432.5229752063751,43.695889711380005
47,2025-04-29 23:00:00,2025-05-01 15:26:34,3.0,22.99,0.0,241.2928436994553,377.6456700563431,433.7614876031876,43.84794485569
