,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,other
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,40.01,0.0,273.0,353.0,56.0,51.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,41.5,0.0,249.0,311.0,57.0,48.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,45.44,0.0,360.0,172.0,39.0,49.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,57.88,0.0,362.0,26.0,23.0,46.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,60.59,0.0,379.0,1.0,19.0,47.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,64.64,0.0,366.0,0.0,13.0,48.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,64.04,0.0,365.0,0.0,18.0,48.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,69.0,0.0,305.0,0.0,25.0,45.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,81.89,0.0,242.0,0.0,35.0,46.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,78.49,0.0,245.0,0.0,27.0,43.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,86.25,0.0,244.0,0.0,28.0,48.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,79.06,0.0,248.0,0.0,28.0,44.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,86.25,0.0,261.0,0.0,28.0,51.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,67.57,0.0,343.0,0.0,25.0,49.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,61.75,0.0,348.0,8.0,18.0,45.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,61.03,0.0,315.0,55.0,9.0,45.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,55.41,0.0,306.0,113.0,3.0,45.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,47.15,0.0,318.0,192.0,5.0,46.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,50.8,0.0,241.0,227.0,17.0,47.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,46.78,0.0,244.0,273.0,25.0,48.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,45.96,0.0,238.0,275.0,28.0,47.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,44.81,0.0,248.0,254.0,66.0,48.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,48.82,0.0,242.0,162.0,81.0,45.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,60.78,0.0,245.0,115.0,63.0,50.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,64.19,0.0,240.0,81.0,61.0,48.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,50.41,0.0,244.5,196.0,59.0,48.0
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,47.77,0.0,302.25,184.0,49.0,48.5
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,52.21,0.0,332.125,105.0,36.0,47.25
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,56.08,0.0,355.5625,53.0,27.5,47.125
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,60.09,0.0,360.78125,26.5,20.25,47.5625
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,62.01,0.0,362.890625,13.25,19.125,47.78125
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,65.22,0.0,333.9453125,6.625,22.0625,46.390625
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,72.57,0.0,287.97265625,3.3125,28.53125,46.1953125
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,75.31,0.0,266.486328125,1.65625,27.765625,44.59765625
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,80.61,0.0,255.2431640625,0.828125,27.8828125,46.298828125
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,79.85,0.0,251.62158203125,0.4140625,27.94140625,45.1494140625
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,83.12,0.0,256.310791015625,0.20703125,27.970703125,48.07470703125
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,74.47,0.0,299.6553955078125,0.103515625,26.4853515625,48.537353515625
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,67.76,0.0,323.82769775390625,4.0517578125,22.24267578125,46.7686767578125
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,64.28,0.0,319.4138488769531,29.52587890625,15.621337890625,45.88433837890625
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,59.56,0.0,312.70692443847656,71.262939453125,9.3106689453125,45.442169189453125
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,52.59,0.0,315.3534622192383,131.6314697265625,7.15533447265625,45.72108459472656
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,51.67,0.0,278.17673110961914,179.31573486328125,12.077667236328123,46.36054229736328
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,49.06,0.0,261.0883655548096,226.15786743164065,18.538833618164062,47.18027114868164
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,47.46,0.0,249.5441827774048,250.5789337158203,23.26941680908203,47.09013557434082
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,46.08,0.0,248.7720913887024,252.28946685791016,44.634708404541016,47.54506778717041
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,47.37,0.0,245.3860456943512,207.14473342895508,62.81735420227051,46.272533893585205
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,53.5,0.0,245.1930228471756,161.07236671447754,62.90867710113525,48.1362669467926
