datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2025-05-04 00:00:00,APCP,surface,35.5,-114.5,0.05323876381938137,0.08857092947277002,0.10729393844889906,0.14408821048696638,0.18619914479760052,0.2490052228851126,0.544340311065836,1.1680969671468175,1.76607229437097,2.143486926522389,2.428475748846597,2.866525397473286,3.4903403716670844,4.283059013815368,5.172088332624023,6.136367717915324,7.134313321706619,7.944920645546063,8.677218182586085,9.575521452386424,10.76819587289824,12.114693051362297,13.199579521066775,14.119673222780698,15.002629594789557,15.789273485900353,16.411631977384587,16.83483108167539,17.142661698189638,17.42459274732864,17.762473862270376,18.210327448831386
