UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2025-04-19 00:00:00,2025-04-25 21:35:28,3.0,4709.0,6933.0,2012.0,1.0,1488.0,205.0,15239.0,130.0
2025-04-19 01:00:00,2025-04-25 21:35:28,3.0,4606.0,6664.0,2010.0,1.0,1485.0,79.0,15280.0,105.0
2025-04-19 02:00:00,2025-04-25 21:35:28,3.0,5030.0,6830.0,2004.0,1.0,1477.0,8.0,15382.0,73.0
2025-04-19 03:00:00,2025-04-25 21:35:28,3.0,4356.0,6006.0,1999.0,1.0,1307.0,0.0,16267.0,56.0
2025-04-19 04:00:00,2025-04-25 21:35:28,3.0,3890.0,5750.0,1998.0,1.0,828.0,0.0,16481.0,45.0
2025-04-19 05:00:00,2025-04-25 21:35:28,3.0,3706.0,5375.0,1999.0,1.0,736.0,0.0,16357.0,45.0
2025-04-19 06:00:00,2025-04-25 21:35:28,3.0,3718.0,4782.0,2002.0,1.0,744.0,0.0,16264.0,45.0
2025-04-19 07:00:00,2025-04-25 21:35:28,3.0,3479.0,4622.0,1997.0,1.0,741.0,0.0,16073.0,48.0
2025-04-19 08:00:00,2025-04-25 21:35:28,3.0,3663.0,4562.0,2003.0,1.0,739.0,0.0,15530.0,54.0
2025-04-19 09:00:00,2025-04-25 21:35:28,3.0,3560.0,4441.0,2004.0,1.0,739.0,0.0,15760.0,47.0
2025-04-19 10:00:00,2025-04-25 21:35:28,3.0,3595.0,4485.0,2008.0,1.0,759.0,0.0,15394.0,45.0
2025-04-19 11:00:00,2025-04-25 21:35:28,3.0,3987.0,4292.0,2018.0,1.0,762.0,0.0,14927.0,45.0
2025-04-19 12:00:00,2025-04-25 21:35:28,3.0,4134.0,4310.0,2019.0,1.0,1144.0,0.0,15203.0,44.0
2025-04-19 13:00:00,2025-04-25 21:35:28,3.0,4284.0,4327.0,2019.0,1.0,1100.0,43.0,14951.0,44.0
2025-04-19 14:00:00,2025-04-25 21:35:28,3.0,4590.0,4848.0,2020.0,1.0,1101.0,203.0,14698.0,45.0
2025-04-19 15:00:00,2025-04-25 21:35:28,3.0,4770.0,5081.0,2019.0,1.0,1164.0,308.0,14958.0,44.0
2025-04-19 16:00:00,2025-04-25 21:35:28,3.0,4560.0,5189.0,2019.0,1.0,1229.0,324.0,15141.0,44.0
2025-04-19 17:00:00,2025-04-25 21:35:28,3.0,4167.0,5533.0,2019.0,1.0,1356.0,364.0,15463.0,43.0
2025-04-19 18:00:00,2025-04-25 21:35:28,3.0,4253.0,6079.0,2020.0,1.0,1434.0,479.0,14639.0,43.0
2025-04-19 19:00:00,2025-04-25 21:35:28,3.0,4704.0,6438.0,2024.0,1.0,1444.0,520.0,13368.0,45.0
2025-04-19 20:00:00,2025-04-25 21:35:28,3.0,5200.0,6905.0,2025.0,1.0,1316.0,502.0,12021.0,43.0
2025-04-19 21:00:00,2025-04-25 21:35:28,3.0,5573.0,7000.0,2025.0,1.0,1356.0,494.0,11419.0,43.0
2025-04-19 22:00:00,2025-04-25 21:35:28,3.0,5988.0,7182.0,2020.0,1.0,1420.0,471.0,10943.0,42.0
2025-04-19 23:00:00,2025-04-25 21:35:28,3.0,6189.0,7029.0,2020.0,1.0,1453.0,358.0,11508.0,41.0
