UTC time,solar,nat_gas,wind,hydro,coal,other,oil,nuclear
2025-04-19 00:00:00,205.0,6933.0,15239.0,1488.0,4709.0,130.0,1.0,2012.0
2025-04-19 01:00:00,79.0,6664.0,15280.0,1485.0,4606.0,105.0,1.0,2010.0
2025-04-19 02:00:00,8.0,6830.0,15382.0,1477.0,5030.0,73.0,1.0,2004.0
2025-04-19 03:00:00,0.0,6006.0,16267.0,1307.0,4356.0,56.0,1.0,1999.0
2025-04-19 04:00:00,0.0,5750.0,16481.0,828.0,3890.0,45.0,1.0,1998.0
2025-04-19 05:00:00,0.0,5375.0,16357.0,736.0,3706.0,45.0,1.0,1999.0
2025-04-19 06:00:00,0.0,4782.0,16264.0,744.0,3718.0,45.0,1.0,2002.0
2025-04-19 07:00:00,0.0,4622.0,16073.0,741.0,3479.0,48.0,1.0,1997.0
2025-04-19 08:00:00,0.0,4562.0,15530.0,739.0,3663.0,54.0,1.0,2003.0
2025-04-19 09:00:00,0.0,4441.0,15760.0,739.0,3560.0,47.0,1.0,2004.0
2025-04-19 10:00:00,0.0,4485.0,15394.0,759.0,3595.0,45.0,1.0,2008.0
2025-04-19 11:00:00,0.0,4292.0,14927.0,762.0,3987.0,45.0,1.0,2018.0
2025-04-19 12:00:00,0.0,4310.0,15203.0,1144.0,4134.0,44.0,1.0,2019.0
2025-04-19 13:00:00,43.0,4327.0,14951.0,1100.0,4284.0,44.0,1.0,2019.0
2025-04-19 14:00:00,203.0,4848.0,14698.0,1101.0,4590.0,45.0,1.0,2020.0
2025-04-19 15:00:00,308.0,5081.0,14958.0,1164.0,4770.0,44.0,1.0,2019.0
2025-04-19 16:00:00,324.0,5189.0,15141.0,1229.0,4560.0,44.0,1.0,2019.0
2025-04-19 17:00:00,364.0,5533.0,15463.0,1356.0,4167.0,43.0,1.0,2019.0
2025-04-19 18:00:00,479.0,6079.0,14639.0,1434.0,4253.0,43.0,1.0,2020.0
2025-04-19 19:00:00,520.0,6438.0,13368.0,1444.0,4704.0,45.0,1.0,2024.0
2025-04-19 20:00:00,502.0,6905.0,12021.0,1316.0,5200.0,43.0,1.0,2025.0
2025-04-19 21:00:00,494.0,7000.0,11419.0,1356.0,5573.0,43.0,1.0,2025.0
2025-04-19 22:00:00,471.0,7182.0,10943.0,1420.0,5988.0,42.0,1.0,2020.0
2025-04-19 23:00:00,358.0,7029.0,11508.0,1453.0,6189.0,41.0,1.0,2020.0
2025-04-20 00:00:00,209.0,6956.0,12307.0,1453.0,6277.0,41.0,1.0,2021.0
2025-04-20 01:00:00,144.0,6810.0,13793.5,1469.0,5441.5,73.0,1.0,2015.5
2025-04-20 02:00:00,76.0,6820.0,14587.75,1473.0,5235.75,73.0,1.0,2009.75
2025-04-20 03:00:00,38.0,6413.0,15427.375,1390.0,4795.875,64.5,1.0,2004.375
2025-04-20 04:00:00,19.0,6081.5,15954.1875,1109.0,4342.9375,54.75,1.0,2001.1875
2025-04-20 05:00:00,9.5,5728.25,16155.59375,922.5,4024.46875,49.875,1.0,2000.09375
2025-04-20 06:00:00,4.75,5255.125,16209.796875,833.25,3871.234375,47.4375,1.0,2001.046875
2025-04-20 07:00:00,2.375,4938.5625,16141.3984375,787.125,3675.1171875,47.71875,1.0,1999.0234375
2025-04-20 08:00:00,1.1875,4750.28125,15835.69921875,763.0625,3669.05859375,50.859375,1.0,2001.01171875
2025-04-20 09:00:00,0.59375,4595.640625,15797.849609375,751.03125,3614.529296875,48.9296875,1.0,2002.505859375
2025-04-20 10:00:00,0.296875,4540.3203125,15595.9248046875,755.015625,3604.7646484375,46.96484375,1.0,2005.2529296875
2025-04-20 11:00:00,0.1484375,4416.16015625,15261.46240234375,758.5078125,3795.88232421875,45.982421875,1.0,2011.62646484375
2025-04-20 12:00:00,0.07421875,4363.080078125,15232.231201171875,951.25390625,3964.941162109375,44.9912109375,1.0,2015.313232421875
2025-04-20 13:00:00,21.537109375,4345.0400390625,15091.615600585938,1025.626953125,4124.4705810546875,44.49560546875,1.0,2017.1566162109375
2025-04-20 14:00:00,112.2685546875,4596.52001953125,14894.807800292969,1063.3134765625,4357.235290527344,44.747802734375,1.0,2018.5783081054688
2025-04-20 15:00:00,210.13427734375,4838.760009765625,14926.403900146484,1113.65673828125,4563.617645263672,44.3739013671875,1.0,2018.7891540527344
2025-04-20 16:00:00,267.067138671875,5013.8800048828125,15033.701950073242,1171.328369140625,4561.808822631836,44.18695068359375,1.0,2018.8945770263672
2025-04-20 17:00:00,315.5335693359375,5273.440002441406,15248.350975036621,1263.6641845703125,4364.404411315918,43.593475341796875,1.0,2018.9472885131836
2025-04-20 18:00:00,397.26678466796875,5676.220001220703,14943.67548751831,1348.8320922851562,4308.702205657959,43.29673767089844,1.0,2019.4736442565918
2025-04-20 19:00:00,458.6333923339844,6057.110000610352,14155.837743759155,1396.4160461425781,4506.3511028289795,44.14836883544922,1.0,2021.736822128296
2025-04-20 20:00:00,480.3166961669922,6481.055000305176,13088.418871879578,1356.208023071289,4853.17555141449,43.57418441772461,1.0,2023.368411064148
2025-04-20 21:00:00,487.1583480834961,6740.527500152588,12253.709435939789,1356.1040115356445,5213.087775707245,43.287092208862305,1.0,2024.184205532074
2025-04-20 22:00:00,479.07917404174805,6961.263750076294,11598.354717969894,1388.0520057678223,5600.543887853622,42.64354610443115,1.0,2022.092102766037
2025-04-20 23:00:00,418.539587020874,6995.131875038147,11553.177358984947,1420.5260028839111,5894.771943926811,41.821773052215576,1.0,2021.0460513830185
