UTC time,creation_time (UTC),version,nat_gas,hydro,solar,wind
2025-04-19 00:00:00,2025-04-24 22:29:03,3.0,114.0,309.0,82.0,311.0
2025-04-19 01:00:00,2025-04-24 22:29:03,3.0,154.0,692.0,35.0,277.0
2025-04-19 02:00:00,2025-04-24 22:29:03,3.0,168.0,1066.0,6.0,287.0
2025-04-19 03:00:00,2025-04-24 22:29:03,3.0,165.0,1203.0,0.0,247.0
2025-04-19 04:00:00,2025-04-24 22:29:03,3.0,159.0,1149.0,0.0,287.0
2025-04-19 05:00:00,2025-04-24 22:29:03,3.0,159.0,1131.0,0.0,294.0
2025-04-19 06:00:00,2025-04-24 22:29:03,3.0,159.0,1049.0,0.0,228.0
2025-04-19 07:00:00,2025-04-24 22:29:03,3.0,152.0,951.0,0.0,122.0
2025-04-19 08:00:00,2025-04-24 22:29:03,3.0,172.0,755.0,0.0,155.0
2025-04-19 09:00:00,2025-04-24 22:29:03,3.0,173.0,733.0,0.0,139.0
2025-04-19 10:00:00,2025-04-24 22:29:03,3.0,173.0,848.0,0.0,103.0
2025-04-19 11:00:00,2025-04-24 22:29:03,3.0,172.0,876.0,0.0,179.0
2025-04-19 12:00:00,2025-04-24 22:29:03,3.0,173.0,904.0,0.0,125.0
2025-04-19 13:00:00,2025-04-24 22:29:03,3.0,173.0,1125.0,0.0,82.0
2025-04-19 14:00:00,2025-04-24 22:29:03,3.0,162.0,1144.0,14.0,129.0
2025-04-19 15:00:00,2025-04-24 22:29:03,3.0,69.0,561.0,129.0,119.0
2025-04-19 16:00:00,2025-04-24 22:29:03,3.0,48.0,325.0,223.0,167.0
2025-04-19 17:00:00,2025-04-24 22:29:03,3.0,48.0,264.0,223.0,209.0
2025-04-19 18:00:00,2025-04-24 22:29:03,3.0,53.0,197.0,228.0,176.0
2025-04-19 19:00:00,2025-04-24 22:29:03,3.0,48.0,188.0,228.0,128.0
2025-04-19 20:00:00,2025-04-24 22:29:03,3.0,48.0,246.0,230.0,99.0
2025-04-19 21:00:00,2025-04-24 22:29:03,3.0,48.0,252.0,191.0,77.0
2025-04-19 22:00:00,2025-04-24 22:29:03,3.0,48.0,199.0,191.0,78.0
2025-04-19 23:00:00,2025-04-24 22:29:03,3.0,52.0,297.0,177.0,54.0
2025-04-20 00:00:00,2025-04-24 22:29:03,3.0,48.0,337.0,188.0,34.0
2025-04-20 01:00:00,2025-04-24 22:29:03,3.0,101.0,514.5,111.5,155.5
2025-04-20 02:00:00,2025-04-24 22:29:03,3.0,134.5,790.25,58.75,221.25
2025-04-20 03:00:00,2025-04-24 22:29:03,3.0,149.75,996.625,29.375,234.125
2025-04-20 04:00:00,2025-04-24 22:29:03,3.0,154.375,1072.8125,14.6875,260.5625
2025-04-20 05:00:00,2025-04-24 22:29:03,3.0,156.6875,1101.90625,7.34375,277.28125
2025-04-20 06:00:00,2025-04-24 22:29:03,3.0,157.84375,1075.453125,3.671875,252.640625
2025-04-20 07:00:00,2025-04-24 22:29:03,3.0,154.921875,1013.2265625,1.8359375,187.3203125
2025-04-20 08:00:00,2025-04-24 22:29:03,3.0,163.4609375,884.11328125,0.91796875,171.16015625
2025-04-20 09:00:00,2025-04-24 22:29:03,3.0,168.23046875,808.556640625,0.458984375,155.080078125
2025-04-20 10:00:00,2025-04-24 22:29:03,3.0,170.615234375,828.2783203125,0.2294921875,129.0400390625
2025-04-20 11:00:00,2025-04-24 22:29:03,3.0,171.3076171875,852.13916015625,0.11474609375,154.02001953125
2025-04-20 12:00:00,2025-04-24 22:29:03,3.0,172.15380859375,878.069580078125,0.057373046875,139.510009765625
2025-04-20 13:00:00,2025-04-24 22:29:03,3.0,172.576904296875,1001.5347900390624,0.0286865234375,110.7550048828125
2025-04-20 14:00:00,2025-04-24 22:29:03,3.0,167.2884521484375,1072.7673950195312,7.01434326171875,119.87750244140624
2025-04-20 15:00:00,2025-04-24 22:29:03,3.0,118.14422607421876,816.8836975097656,68.00717163085938,119.43875122070312
2025-04-20 16:00:00,2025-04-24 22:29:03,3.0,83.07211303710938,570.9418487548828,145.5035858154297,143.21937561035156
2025-04-20 17:00:00,2025-04-24 22:29:03,3.0,65.53605651855469,417.4709243774414,184.25179290771484,176.10968780517578
2025-04-20 18:00:00,2025-04-24 22:29:03,3.0,59.268028259277344,307.2354621887207,206.12589645385745,176.0548439025879
2025-04-20 19:00:00,2025-04-24 22:29:03,3.0,53.63401412963867,247.61773109436035,217.0629482269287,152.02742195129397
2025-04-20 20:00:00,2025-04-24 22:29:03,3.0,50.817007064819336,246.80886554718015,223.5314741134644,125.51371097564696
2025-04-20 21:00:00,2025-04-24 22:29:03,3.0,49.40850353240967,249.4044327735901,207.26573705673215,101.25685548782349
2025-04-20 22:00:00,2025-04-24 22:29:03,3.0,48.704251766204834,224.20221638679504,199.1328685283661,89.62842774391174
2025-04-20 23:00:00,2025-04-24 22:29:03,3.0,50.35212588310242,260.6011081933975,188.06643426418304,71.81421387195587
