datetime,creation_time (UTC),version,avg_solar_production_forecast
2025-05-07T08:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-07T09:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-07T10:00:00.000000000,2025-05-08 01:08:32,3.0,443.32425
2025-05-07T11:00:00.000000000,2025-05-08 01:08:32,3.0,141.14461
2025-05-07T12:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-07T13:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-07T14:00:00.000000000,2025-05-08 01:08:32,3.0,548.55461
2025-05-07T15:00:00.000000000,2025-05-08 01:08:32,3.0,1587.73456
2025-05-07T16:00:00.000000000,2025-05-08 01:08:32,3.0,3208.2123
2025-05-07T17:00:00.000000000,2025-05-08 01:08:32,3.0,5717.38328
2025-05-07T18:00:00.000000000,2025-05-08 01:08:32,3.0,7297.83201
2025-05-07T19:00:00.000000000,2025-05-08 01:08:32,3.0,8608.69594
2025-05-07T20:00:00.000000000,2025-05-08 01:08:32,3.0,10159.3334
2025-05-07T21:00:00.000000000,2025-05-08 01:08:32,3.0,10541.60242
2025-05-07T22:00:00.000000000,2025-05-08 01:08:32,3.0,10892.80235
2025-05-07T23:00:00.000000000,2025-05-08 01:08:32,3.0,11272.77655
