UTC time,hydro
2025-04-19 00:00:00,1034.0
2025-04-19 01:00:00,1029.0
2025-04-19 02:00:00,910.0
2025-04-19 03:00:00,751.0
2025-04-19 04:00:00,669.0
2025-04-19 05:00:00,671.0
2025-04-19 06:00:00,623.0
2025-04-19 07:00:00,631.0
2025-04-19 08:00:00,717.0
2025-04-19 09:00:00,720.0
2025-04-19 10:00:00,780.0
2025-04-19 11:00:00,775.0
2025-04-19 12:00:00,773.0
2025-04-19 13:00:00,815.0
2025-04-19 14:00:00,778.0
2025-04-19 15:00:00,807.0
2025-04-19 16:00:00,990.0
2025-04-19 17:00:00,1023.0
2025-04-19 18:00:00,1022.0
2025-04-19 19:00:00,998.0
2025-04-19 20:00:00,991.0
2025-04-19 21:00:00,994.0
2025-04-19 22:00:00,995.0
2025-04-19 23:00:00,995.0
2025-04-20 00:00:00,854.0
2025-04-20 01:00:00,941.5
2025-04-20 02:00:00,925.75
2025-04-20 03:00:00,838.375
2025-04-20 04:00:00,753.6875
2025-04-20 05:00:00,712.34375
2025-04-20 06:00:00,667.671875
2025-04-20 07:00:00,649.3359375
2025-04-20 08:00:00,683.16796875
2025-04-20 09:00:00,701.583984375
2025-04-20 10:00:00,740.7919921875
2025-04-20 11:00:00,757.89599609375
2025-04-20 12:00:00,765.447998046875
2025-04-20 13:00:00,790.2239990234375
2025-04-20 14:00:00,784.1119995117188
2025-04-20 15:00:00,795.5559997558594
2025-04-20 16:00:00,892.7779998779297
2025-04-20 17:00:00,957.8889999389648
2025-04-20 18:00:00,989.9444999694824
2025-04-20 19:00:00,993.9722499847412
2025-04-20 20:00:00,992.4861249923706
2025-04-20 21:00:00,993.2430624961853
2025-04-20 22:00:00,994.1215312480927
2025-04-20 23:00:00,994.5607656240463
