UTC time,hydro
2025-04-25 00:00:00,276.0
2025-04-25 01:00:00,387.0
2025-04-25 02:00:00,401.0
2025-04-25 03:00:00,405.0
2025-04-25 04:00:00,441.0
2025-04-25 05:00:00,346.0
2025-04-25 06:00:00,261.0
2025-04-25 07:00:00,255.0
2025-04-25 08:00:00,172.0
2025-04-25 09:00:00,168.0
2025-04-25 10:00:00,164.0
2025-04-25 11:00:00,178.0
2025-04-25 12:00:00,217.0
2025-04-25 13:00:00,277.0
2025-04-25 14:00:00,365.0
2025-04-25 15:00:00,393.0
2025-04-25 16:00:00,427.0
2025-04-25 17:00:00,368.0
2025-04-25 18:00:00,360.0
2025-04-25 19:00:00,360.0
2025-04-25 20:00:00,371.0
2025-04-25 21:00:00,341.0
2025-04-25 22:00:00,311.0
2025-04-25 23:00:00,313.0
2025-04-26 00:00:00,309.0
2025-04-26 01:00:00,348.0
2025-04-26 02:00:00,374.5
2025-04-26 03:00:00,389.75
2025-04-26 04:00:00,415.375
2025-04-26 05:00:00,380.6875
2025-04-26 06:00:00,320.84375
2025-04-26 07:00:00,287.921875
2025-04-26 08:00:00,229.9609375
2025-04-26 09:00:00,198.98046875
2025-04-26 10:00:00,181.490234375
2025-04-26 11:00:00,179.7451171875
2025-04-26 12:00:00,198.37255859375
2025-04-26 13:00:00,237.686279296875
2025-04-26 14:00:00,301.3431396484375
2025-04-26 15:00:00,347.17156982421875
2025-04-26 16:00:00,387.0857849121094
2025-04-26 17:00:00,377.5428924560547
2025-04-26 18:00:00,368.77144622802734
2025-04-26 19:00:00,364.3857231140137
2025-04-26 20:00:00,367.69286155700684
2025-04-26 21:00:00,354.3464307785034
2025-04-26 22:00:00,332.6732153892517
2025-04-26 23:00:00,322.83660769462585
