,UTC time,creation_time (UTC),version,carbon_intensity,hydro
0,2025-04-19 00:00:00,2025-04-25 21:35:28,3.0,24.0,320.0
1,2025-04-19 01:00:00,2025-04-25 21:35:28,3.0,24.0,356.0
2,2025-04-19 02:00:00,2025-04-25 21:35:28,3.0,24.0,449.0
3,2025-04-19 03:00:00,2025-04-25 21:35:28,3.0,24.0,467.0
4,2025-04-19 04:00:00,2025-04-25 21:35:28,3.0,24.0,459.0
5,2025-04-19 05:00:00,2025-04-25 21:35:28,3.0,24.0,462.0
6,2025-04-19 06:00:00,2025-04-25 21:35:28,3.0,24.0,390.0
7,2025-04-19 07:00:00,2025-04-25 21:35:28,3.0,24.0,323.0
8,2025-04-19 08:00:00,2025-04-25 21:35:28,3.0,24.0,322.0
9,2025-04-19 09:00:00,2025-04-25 21:35:28,3.0,24.0,335.0
10,2025-04-19 10:00:00,2025-04-25 21:35:28,3.0,24.0,321.0
11,2025-04-19 11:00:00,2025-04-25 21:35:28,3.0,24.0,304.0
12,2025-04-19 12:00:00,2025-04-25 21:35:28,3.0,24.0,316.0
13,2025-04-19 13:00:00,2025-04-25 21:35:28,3.0,24.0,309.0
14,2025-04-19 14:00:00,2025-04-25 21:35:28,3.0,24.0,306.0
15,2025-04-19 15:00:00,2025-04-25 21:35:28,3.0,24.0,268.0
16,2025-04-19 16:00:00,2025-04-25 21:35:28,3.0,24.0,257.0
17,2025-04-19 17:00:00,2025-04-25 21:35:28,3.0,24.0,223.0
18,2025-04-19 18:00:00,2025-04-25 21:35:28,3.0,24.0,202.0
19,2025-04-19 19:00:00,2025-04-25 21:35:28,3.0,24.0,201.0
20,2025-04-19 20:00:00,2025-04-25 21:35:28,3.0,24.0,205.0
21,2025-04-19 21:00:00,2025-04-25 21:35:28,3.0,24.0,225.0
22,2025-04-19 22:00:00,2025-04-25 21:35:28,3.0,24.0,218.0
23,2025-04-19 23:00:00,2025-04-25 21:35:28,3.0,24.0,219.0
24,2025-04-20 00:00:00,2025-04-25 21:35:28,3.0,24.0,238.0
25,2025-04-20 01:00:00,2025-04-25 21:35:28,3.0,24.0,297.0
26,2025-04-20 02:00:00,2025-04-25 21:35:28,3.0,24.0,373.0
27,2025-04-20 03:00:00,2025-04-25 21:35:28,3.0,24.0,420.0
28,2025-04-20 04:00:00,2025-04-25 21:35:28,3.0,24.0,439.5
29,2025-04-20 05:00:00,2025-04-25 21:35:28,3.0,24.0,450.75
30,2025-04-20 06:00:00,2025-04-25 21:35:28,3.0,24.0,420.375
31,2025-04-20 07:00:00,2025-04-25 21:35:28,3.0,24.0,371.6875
32,2025-04-20 08:00:00,2025-04-25 21:35:28,3.0,24.0,346.84375
33,2025-04-20 09:00:00,2025-04-25 21:35:28,3.0,24.0,340.921875
34,2025-04-20 10:00:00,2025-04-25 21:35:28,3.0,24.0,330.9609375
35,2025-04-20 11:00:00,2025-04-25 21:35:28,3.0,24.0,317.48046875
36,2025-04-20 12:00:00,2025-04-25 21:35:28,3.0,24.0,316.740234375
37,2025-04-20 13:00:00,2025-04-25 21:35:28,3.0,24.0,312.8701171875
38,2025-04-20 14:00:00,2025-04-25 21:35:28,3.0,24.0,309.43505859375
39,2025-04-20 15:00:00,2025-04-25 21:35:28,3.0,24.0,288.717529296875
40,2025-04-20 16:00:00,2025-04-25 21:35:28,3.0,24.0,272.8587646484375
41,2025-04-20 17:00:00,2025-04-25 21:35:28,3.0,24.0,247.92938232421875
42,2025-04-20 18:00:00,2025-04-25 21:35:28,3.0,24.0,224.96469116210932
43,2025-04-20 19:00:00,2025-04-25 21:35:28,3.0,24.0,212.9823455810547
44,2025-04-20 20:00:00,2025-04-25 21:35:28,3.0,24.0,208.9911727905273
45,2025-04-20 21:00:00,2025-04-25 21:35:28,3.0,24.0,216.99558639526367
46,2025-04-20 22:00:00,2025-04-25 21:35:28,3.0,24.0,217.49779319763184
47,2025-04-20 23:00:00,2025-04-25 21:35:28,3.0,24.0,218.24889659881592
