UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2025-05-03 00:00:00,2025-05-08 01:08:32,3.0,12515.0,42400.0,28898.0,2225.0,4678.0,653.0,1800.0,1321.0
2025-05-03 01:00:00,2025-05-08 01:08:32,3.0,12781.0,41258.0,28922.0,1731.0,4554.0,44.0,2773.0,1375.0
2025-05-03 02:00:00,2025-05-08 01:08:32,3.0,13154.0,40622.0,28971.0,1284.0,4123.0,28.0,3051.0,1482.0
2025-05-03 03:00:00,2025-05-08 01:08:32,3.0,13106.0,38846.0,29020.0,960.0,3256.0,28.0,2524.0,1471.0
2025-05-03 04:00:00,2025-05-08 01:08:32,3.0,12640.0,36502.0,29069.0,643.0,1958.0,27.0,2177.0,1474.0
2025-05-03 05:00:00,2025-05-08 01:08:32,3.0,11958.0,33227.0,29090.0,238.0,1481.0,27.0,1930.0,1400.0
2025-05-03 06:00:00,2025-05-08 01:08:32,3.0,11456.0,31658.0,29113.0,240.0,1044.0,27.0,1685.0,1347.0
2025-05-03 07:00:00,2025-05-08 01:08:32,3.0,11238.0,31549.0,29117.0,241.0,779.0,24.0,1746.0,1411.0
2025-05-03 08:00:00,2025-05-08 01:08:32,3.0,11091.0,31625.0,29128.0,243.0,744.0,24.0,1632.0,1476.0
2025-05-03 09:00:00,2025-05-08 01:08:32,3.0,10810.0,30966.0,29149.0,246.0,748.0,24.0,1656.0,1355.0
2025-05-03 10:00:00,2025-05-08 01:08:32,3.0,10770.0,31177.0,29151.0,246.0,739.0,24.0,1722.0,1308.0
2025-05-03 11:00:00,2025-05-08 01:08:32,3.0,11206.0,31660.0,29148.0,244.0,725.0,98.0,1826.0,1394.0
2025-05-03 12:00:00,2025-05-08 01:08:32,3.0,11304.0,30940.0,29151.0,241.0,820.0,1367.0,2219.0,1308.0
2025-05-03 13:00:00,2025-05-08 01:08:32,3.0,11246.0,32454.0,29120.0,242.0,899.0,3267.0,2580.0,1318.0
2025-05-03 14:00:00,2025-05-08 01:08:32,3.0,11391.0,33870.0,29129.0,239.0,801.0,4703.0,2787.0,1367.0
2025-05-03 15:00:00,2025-05-08 01:08:32,3.0,10973.0,33330.0,29129.0,238.0,867.0,5836.0,2853.0,1398.0
2025-05-03 16:00:00,2025-05-08 01:08:32,3.0,10870.0,34006.0,29129.0,236.0,941.0,6223.0,2863.0,1293.0
2025-05-03 17:00:00,2025-05-08 01:08:32,3.0,10962.0,34967.0,29144.0,335.0,900.0,6241.0,3113.0,1355.0
2025-05-03 18:00:00,2025-05-08 01:08:32,3.0,11071.0,35218.0,29162.0,226.0,1037.0,6160.0,3700.0,1418.0
2025-05-03 19:00:00,2025-05-08 01:08:32,3.0,11029.0,34683.0,29209.0,302.0,1212.0,6047.0,4425.0,1388.0
2025-05-03 20:00:00,2025-05-08 01:08:32,3.0,11076.0,34459.0,29262.0,645.0,2155.0,5891.0,4537.0,1410.0
2025-05-03 21:00:00,2025-05-08 01:08:32,3.0,10779.0,34929.0,29302.0,606.0,3597.0,4999.0,4767.0,1419.0
2025-05-03 22:00:00,2025-05-08 01:08:32,3.0,10527.0,36662.0,29332.0,666.0,3948.0,3288.0,5165.0,1492.0
2025-05-03 23:00:00,2025-05-08 01:08:32,3.0,10501.0,37746.0,29367.0,648.0,4077.0,1531.0,5407.0,1580.0
2025-05-04 00:00:00,2025-05-08 01:08:32,3.0,10790.0,37000.0,29409.0,657.0,4305.0,511.0,5228.0,1566.0
