,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,316.13,10900.0,31230.0,28159.0,290.0,4118.0,2499.0,3594.0,1361.0
1,2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,337.86,12035.0,33999.0,28027.0,391.0,4148.0,159.0,3400.0,1367.0
2,2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,337.67,12270.0,32721.0,28000.0,316.0,3534.0,44.0,3844.0,1365.0
3,2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,332.31,11789.0,30858.0,27967.0,218.0,2718.0,44.0,4106.0,1206.0
4,2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,328.02,10971.0,28916.0,27872.0,220.0,1610.0,44.0,4044.0,1183.0
5,2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,329.08,10797.0,28156.0,27787.0,219.0,903.0,44.0,3930.0,1206.0
6,2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,322.76,10327.0,27028.0,27780.0,222.0,791.0,44.0,4149.0,1185.0
7,2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,317.78,9717.0,26900.0,27781.0,224.0,841.0,44.0,4204.0,1194.0
8,2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,313.37,9404.0,26481.0,27793.0,225.0,771.0,44.0,4462.0,1144.0
9,2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,314.0,9699.0,26452.0,27796.0,228.0,860.0,42.0,4725.0,1158.0
10,2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,320.75,10217.0,28406.0,27805.0,227.0,1136.0,42.0,4869.0,1209.0
11,2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,326.34,11152.0,31363.0,27801.0,224.0,2652.0,131.0,5020.0,1204.0
12,2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,323.6,11822.0,32021.0,27806.0,221.0,2086.0,2692.0,5379.0,1200.0
13,2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,301.38,11340.0,28986.0,27802.0,222.0,1198.0,7471.0,5335.0,1044.0
14,2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,285.39,10828.0,27212.0,27783.0,221.0,807.0,10902.0,5166.0,984.0
15,2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,277.71,10475.0,26835.0,27764.0,220.0,869.0,11975.0,5553.0,962.0
16,2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,275.37,10432.0,26760.0,27740.0,226.0,921.0,12146.0,5884.0,897.0
17,2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,278.7,10517.0,27356.0,27720.0,222.0,971.0,12075.0,5525.0,915.0
18,2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,279.19,10567.0,27148.0,27706.0,217.0,889.0,12083.0,5593.0,1048.0
19,2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,278.66,10580.0,27242.0,27692.0,215.0,904.0,11993.0,5981.0,1075.0
20,2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,279.49,10526.0,28051.0,27675.0,214.0,1154.0,11765.0,6248.0,1095.0
21,2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,280.09,10464.0,29299.0,27654.0,213.0,1966.0,11420.0,6571.0,1171.0
22,2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,287.6,10916.0,31355.0,27641.0,508.0,3088.0,10401.0,6851.0,1231.0
