datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2025-05-04 00:00:00,APCP,surface,34.5,-122.0,0.5670469313010726,1.0082167789619068,1.2530749276482986,1.5101537039455732,1.8211544921262237,2.2379252650934647,2.909113235821352,3.7525323352691027,4.2592053560893515,4.603577626164183,4.8874971847107,5.157489285151875,5.55350257650879,6.2325468951247744,7.025798550564761,7.6256109346484635,8.035997340346189,8.354901156162013,8.627569056031454,8.862967060808685,9.088049173719728,9.294925500299097,9.464005743463481,9.643592283957386,9.745734380472776,9.830673364143689,9.8851052152626,9.887899266741806,9.888678576156066,9.894059652199292,9.908467755529214,9.916919069433112
