datetime,param,level,latitude,longitude,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2025-05-06 00:00:00,DPT,2 m above ground,32.0,-124.75,276.8932028868618,276.6485036629696,276.55983872640286,276.46325795210885,276.82764135548763,276.53067417231415,276.45685423390836,276.78267455945814,278.1162063017523,278.295431106676,278.1638218473879,277.89453336216263,278.0644172432025,277.8966569744351,277.6558829759829,277.6694453004159,278.61907850256654,278.7690597881229,278.6018070883186,278.4266962439576,278.4834918631867,278.0073113646821,277.31930558654796,276.9629616551948,278.04606114447927,277.92533204516076,277.5733022832421,277.2342184186542,277.5299837882652,277.2268286421694,276.572357195323,276.25655807332834
