datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2025-05-04 00:00:00,DSWRF,surface,32.0,-124.75,149.88230449899302,74.9488079203338,0.0,0.0,65.76697189993195,267.5427173007153,713.3692575826158,643.2288225865423,160.7637010438873,80.39372460666125,0.0,0.0,80.28480137317399,320.3753443912181,853.7247923244462,759.7818199981451,191.63947496941017,95.83448106309257,0.0,0.0,92.27095628570328,340.28884990485255,890.9600246684374,801.198606179812,200.89811194811682,100.46682562172256,0.0,0.0,103.63110853899889,366.1977975608666,947.7437423761419,847.9551213547057
